FID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,NA,51572.8390225,51572.8390225,56504.5392793,56504.5392793,228559.381964,224470.629742,NA,112906.706328,112906.706328,191266.024711,140581.714186,198714.644852,211702.97597,167017.698296,167017.698296,189744.213129,72255.8582207,15402.2076478,60471.2870227,59076.5773677,NA,112906.706328,170083.337751,120994.578067,158088.547342,NA,158088.547342
1,51572.8390225,NA,0,15220.9476523,15220.9476523,165047.022279,160370.594843,NA,66244.3324184,66244.3324184,230739.669936,192161.840361,242579.928858,254069.858516,211334.319187,211334.319187,251832.170844,142462.739419,57749.6853532,23255.004194,63425.2439003,NA,66244.3324184,171993.364917,134636.349542,173291.235032,NA,173291.235032
2,51572.8390225,0,NA,15220.9476523,15220.9476523,165047.022279,160370.594843,NA,66244.3324184,66244.3324184,230739.669936,192161.840361,242579.928858,254069.858516,211334.319187,211334.319187,251832.170844,142462.739419,57749.6853532,23255.004194,63425.2439003,NA,66244.3324184,171993.364917,134636.349542,173291.235032,NA,173291.235032
3,56504.5392793,15220.9476523,15220.9476523,NA,0,49214.4074067,61548.5713236,NA,57423.9006576,57423.9006576,255144.796602,208768.263463,264037.332808,276369.50657,232417.972237,232417.972237,261596.826328,134182.700732,75553.6593005,44340.7370211,87822.1566005,NA,57423.9006576,191884.818425,157177.453642,195673.52927,NA,195673.52927
4,56504.5392793,15220.9476523,15220.9476523,0,NA,49214.4074067,61548.5713236,NA,57423.9006576,57423.9006576,255144.796602,208768.263463,264037.332808,276369.50657,232417.972237,232417.972237,261596.826328,134182.700732,75553.6593005,44340.7370211,87822.1566005,NA,57423.9006576,191884.818425,157177.453642,195673.52927,NA,195673.52927
5,228559.381964,165047.022279,165047.022279,49214.4074067,49214.4074067,NA,18622.7699965,NA,129349.459236,129349.459236,387812.078821,364195.961822,405719.411103,414998.689522,375482.351398,375482.351398,428318.331176,315318.548967,234481.258803,180283.156265,218823.81184,NA,129349.459236,291271.019598,275043.912168,310078.046048,NA,310078.046048
6,224470.629742,160370.594843,160370.594843,61548.5713236,61548.5713236,18622.7699965,NA,NA,105786.371411,105786.371411,370451.204744,351913.463291,389976.298418,398500.600825,360392.177469,360392.177469,418956.068503,314479.935584,227250.373737,170188.660129,204084.286298,NA,105786.371411,267111.984604,255849.333553,288959.82611,NA,288959.82611
7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,112906.706328,66244.3324184,66244.3324184,57423.9006576,57423.9006576,129349.459236,105786.371411,NA,NA,0,116987.826822,132256.773244,142668.91685,146914.318648,119899.748247,119899.748247,205423.239958,195951.339003,100583.396264,50171.8883441,47230.4640194,NA,0,5044.33679479,7972.0418006,28175.2328737,NA,28175.2328737
9,112906.706328,66244.3324184,66244.3324184,57423.9006576,57423.9006576,129349.459236,105786.371411,NA,0,NA,116987.826822,132256.773244,142668.91685,146914.318648,119899.748247,119899.748247,205423.239958,195951.339003,100583.396264,50171.8883441,47230.4640194,NA,0,5044.33679479,7972.0418006,28175.2328737,NA,28175.2328737
10,191266.024711,230739.669936,230739.669936,255144.796602,255144.796602,387812.078821,370451.204744,NA,116987.826822,116987.826822,NA,54431.8440916,11360.6411617,14291.5985193,18566.6461714,18566.6461714,96069.8622676,176340.054816,172968.440509,211314.893411,160066.140294,NA,116987.826822,117266.550075,91884.4023832,78194.3929971,NA,78194.3929971
11,140581.714186,192161.840361,192161.840361,208768.263463,208768.263463,364195.961822,351913.463291,NA,132256.773244,132256.773244,54431.8440916,NA,56935.5739251,71149.2034929,30009.7486355,30009.7486355,66306.8507114,114691.74019,128314.311005,180718.205688,137251.798138,NA,132256.773244,146932.462209,108742.294422,110066.38997,NA,110066.38997
12,198714.644852,242579.928858,242579.928858,264037.332808,264037.332808,405719.411103,389976.298418,NA,142668.91685,142668.91685,11360.6411617,56935.5739251,NA,9607.94347355,24994.3397785,24994.3397785,88458.6021458,178493.576694,181850.936546,225903.355381,176302.820957,NA,142668.91685,144515.424576,118200.122092,105123.496522,NA,105123.496522
13,211702.97597,254069.858516,254069.858516,276369.50657,276369.50657,414998.689522,398500.600825,NA,146914.318648,146914.318648,14291.5985193,71149.2034929,9607.94347355,NA,37879.9664774,37879.9664774,98780.4043236,192719.488859,194153.380223,236509.509965,186061.337976,NA,146914.318648,146851.046981,121848.14876,108055.222661,NA,108055.222661
14,167017.698296,211334.319187,211334.319187,232417.972237,232417.972237,375482.351398,360392.177469,NA,119899.748247,119899.748247,18566.6461714,30009.7486355,24994.3397785,37879.9664774,NA,0,84578.7027009,151207.336509,150267.847241,194922.362485,145931.340293,NA,119899.748247,127526.089726,95724.8160278,87933.6308703,NA,87933.6308703
15,167017.698296,211334.319187,211334.319187,232417.972237,232417.972237,375482.351398,360392.177469,NA,119899.748247,119899.748247,18566.6461714,30009.7486355,24994.3397785,37879.9664774,0,NA,84578.7027009,151207.336509,150267.847241,194922.362485,145931.340293,NA,119899.748247,127526.089726,95724.8160278,87933.6308703,NA,87933.6308703
16,189744.213129,251832.170844,251832.170844,261596.826328,261596.826328,428318.331176,418956.068503,NA,205423.239958,205423.239958,96069.8622676,66306.8507114,88458.6021458,98780.4043236,84578.7027009,84578.7027009,NA,132335.203852,187349.594849,245388.852727,206501.5856,NA,205423.239958,217643.026974,182270.432825,178727.201331,NA,178727.201331
17,72255.8582207,142462.739419,142462.739419,134182.700732,134182.700732,315318.548967,314479.935584,NA,195951.339003,195951.339003,176340.054816,114691.74019,178493.576694,192719.488859,151207.336509,151207.336509,132335.203852,NA,91306.6118381,152686.561056,138250.267435,NA,195951.339003,222690.467483,169960.951973,195441.608356,NA,195441.608356
18,15402.2076478,57749.6853532,57749.6853532,75553.6593005,75553.6593005,234481.258803,227250.373737,NA,100583.396264,100583.396264,172968.440509,128314.311005,181850.936546,194153.380223,150267.847241,150267.847241,187349.594849,91306.6118381,NA,55317.5264942,41252.3510375,NA,100583.396264,149360.370504,99352.8929197,136002.162381,NA,136002.162381
19,60471.2870227,23255.004194,23255.004194,44340.7370211,44340.7370211,180283.156265,170188.660129,NA,50171.8883441,50171.8883441,211314.893411,180718.205688,225903.355381,236509.509965,194922.362485,194922.362485,245388.852727,152686.561056,55317.5264942,NA,41761.6627478,NA,50171.8883441,144511.223979,108906.422492,147397.235349,NA,147397.235349
20,59076.5773677,63425.2439003,63425.2439003,87822.1566005,87822.1566005,218823.81184,204084.286298,NA,47230.4640194,47230.4640194,160066.140294,137251.798138,176302.820957,186061.337976,145931.340293,145931.340293,206501.5856,138250.267435,41252.3510375,41761.6627478,NA,NA,47230.4640194,96379.1031137,56319.8968777,94779.0588318,NA,94779.0588318
21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,112906.706328,66244.3324184,66244.3324184,57423.9006576,57423.9006576,129349.459236,105786.371411,NA,0,0,116987.826822,132256.773244,142668.91685,146914.318648,119899.748247,119899.748247,205423.239958,195951.339003,100583.396264,50171.8883441,47230.4640194,NA,NA,5044.33679479,7972.0418006,28175.2328737,NA,28175.2328737
23,170083.337751,171993.364917,171993.364917,191884.818425,191884.818425,291271.019598,267111.984604,NA,5044.33679479,5044.33679479,117266.550075,146932.462209,144515.424576,146851.046981,127526.089726,127526.089726,217643.026974,222690.467483,149360.370504,144511.223979,96379.1031137,NA,5044.33679479,NA,17649.3635821,27787.4274727,NA,27787.4274727
24,120994.578067,134636.349542,134636.349542,157177.453642,157177.453642,275043.912168,255849.333553,NA,7972.0418006,7972.0418006,91884.4023832,108742.294422,118200.122092,121848.14876,95724.8160278,95724.8160278,182270.432825,169960.951973,99352.8929197,108906.422492,56319.8968777,NA,7972.0418006,17649.3635821,NA,2342.44611249,NA,2342.44611249
25,158088.547342,173291.235032,173291.235032,195673.52927,195673.52927,310078.046048,288959.82611,NA,28175.2328737,28175.2328737,78194.3929971,110066.38997,105123.496522,108055.222661,87933.6308703,87933.6308703,178727.201331,195441.608356,136002.162381,147397.235349,94779.0588318,NA,28175.2328737,27787.4274727,2342.44611249,NA,NA,0
26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,158088.547342,173291.235032,173291.235032,195673.52927,195673.52927,310078.046048,288959.82611,NA,28175.2328737,28175.2328737,78194.3929971,110066.38997,105123.496522,108055.222661,87933.6308703,87933.6308703,178727.201331,195441.608356,136002.162381,147397.235349,94779.0588318,NA,28175.2328737,27787.4274727,2342.44611249,0,NA,NA
